"","customer_id","dim_campaign_key","event_type","event_date","amount","discount","trx_ref","prev_event_type","prev_event_date","days_from_prev","event_tag","event_year","campaign_start_date","campaign_end_date","response_time","num_of_m"
"45","18245288","5035","m",2017-09-07,-5000,0,"m172398258","m",2017-09-07,0,"m_m",2017,2017-09-07,2017-09-27,NA,2
"46","18245288","5118","m",2017-09-14,-5000,0,"m173261097","m",2017-09-07,7,"m_m",2017,2017-09-14,2017-09-27,NA,3
"47","18245288","0","p",2017-09-17,655650,82350,"p41831515","m",2017-09-14,3,"m_p",2017,NA,NA,3,4
"48","18245288","5240","m",2017-10-02,-5000,0,"m174683427","p",2017-09-17,15,"p_m",2017,2017-10-02,2017-10-04,NA,0
"49","18245288","5252","m",2017-10-11,-5000,0,"m174994323","m",2017-10-02,9,"m_m",2017,2017-10-11,2017-10-25,NA,1
"50","18245288","5252","m",2017-10-11,-5000,0,"m175144435","m",2017-10-11,0,"m_m",2017,2017-10-11,2017-10-25,NA,2
"51","18245288","5319","m",2017-10-19,-5000,0,"m175646776","m",2017-10-11,8,"m_m",2017,2017-10-20,2017-10-25,NA,3
"52","18245288","0","p",2017-10-22,2531000,128000,"p42528808","m",2017-10-19,3,"m_p",2017,NA,NA,3,4
"53","18247127","4182","m",2017-04-03,-5000,0,"m164222427","0",NA,NA,"0_m",2017,2017-04-03,2017-05-03,NA,0
"54","18247127","4257","m",2017-04-10,-5000,0,"m164491087","m",2017-04-03,7,"m_m",2017,2017-04-10,2017-05-03,NA,1
"55","18247127","0","p",2017-04-11,198000,0,"p37920393","m",2017-04-10,1,"m_p",2017,NA,NA,1,2
"56","18247127","4297","m",2017-04-17,-5000,0,"m165581638","p",2017-04-11,6,"p_m",2017,2017-04-17,2017-05-03,NA,0
"57","18247127","4334","m",2017-04-27,-5000,0,"m166022064","m",2017-04-17,10,"m_m",2017,2017-04-27,2017-05-03,NA,1
"58","18247127","4498","m",2017-05-08,-5000,0,"m166926655","m",2017-04-27,11,"m_m",2017,2017-05-08,2017-05-17,NA,2
"59","18247127","0","p",2017-05-24,49000,0,"p38772108","m",2017-05-08,16,"m_p",2017,NA,NA,16,3
"60","18247127","4766","m",2017-07-17,-5000,0,"m169896489","p",2017-05-24,54,"p_m",2017,2017-07-17,2017-08-16,NA,0
"61","18247127","4803","m",2017-07-24,-5000,0,"m169997532","m",2017-07-17,7,"m_m",2017,2017-07-24,2017-08-16,NA,1
"62","18247127","4806","m",2017-07-28,-5000,0,"m171114039","m",2017-07-24,4,"m_m",2017,2017-07-28,2017-08-16,NA,2
"63","18247127","4853","m",2017-08-21,-5000,0,"m170421034","m",2017-07-28,24,"m_m",2017,2017-08-21,2017-09-06,NA,3
"64","18247127","4993","m",2017-08-28,-5000,0,"m171764129","m",2017-08-21,7,"m_m",2017,2017-08-28,2017-09-06,NA,4
"65","18247127","5030","m",2017-09-04,-5000,0,"m172258862","m",2017-08-28,7,"m_m",2017,2017-09-04,2017-09-06,NA,5
"66","18247127","5035","m",2017-09-07,-5000,0,"m172627608","m",2017-09-04,3,"m_m",2017,2017-09-07,2017-09-27,NA,6
"67","18247127","5227","m",2017-09-25,-5000,0,"m174137415","m",2017-09-07,18,"m_m",2017,2017-09-25,2017-10-04,NA,7
"68","18247127","5284","m",2017-10-16,-5000,0,"m175380347","m",2017-09-25,21,"m_m",2017,2017-10-16,2017-10-25,NA,8
"69","18247127","5345","m",2017-10-23,-5000,0,"m175821822","m",2017-10-16,7,"m_m",2017,2017-10-23,2017-10-25,NA,9
"70","18247127","5430","m",2017-10-30,-5000,0,"m176121564","m",2017-10-23,7,"m_m",2017,2017-10-30,2017-11-08,NA,10
"71","18247725","4227","m",2017-04-06,-5000,0,"m164734547","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"72","18247725","4278","m",2017-04-13,-5000,0,"m164103796","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
"73","18247725","4334","m",2017-04-27,-5000,0,"m166029209","m",2017-04-13,14,"m_m",2017,2017-04-27,2017-05-03,NA,2
"74","18247725","0","p",2017-05-21,199000,0,"p38713858","m",2017-04-27,24,"m_p",2017,NA,NA,24,3
"75","18247725","4775","m",2017-07-20,-5000,0,"m169734345","p",2017-05-21,60,"p_m",2017,2017-07-20,2017-08-16,NA,0
"76","18247725","4806","m",2017-07-28,-5000,0,"m170905844","m",2017-07-20,8,"m_m",2017,2017-07-28,2017-08-16,NA,1
"77","18247725","4821","m",2017-08-10,-5000,0,"m170809837","m",2017-07-28,13,"m_m",2017,2017-08-10,2017-08-16,NA,2
"78","18247725","0","p",2017-08-17,164250,54750,"p40891298","m",2017-08-10,7,"m_p",2017,NA,NA,7,3
"79","18247725","0","p",2017-08-17,762000,254000,"p40921968","p",2017-08-17,0,"p_p",2017,NA,NA,NA,0
"80","18247725","4932","m",2017-08-24,-5000,0,"m171672672","p",2017-08-17,7,"p_m",2017,2017-08-24,2017-09-06,NA,0
"81","18247725","5035","m",2017-09-07,-5000,0,"m172365103","m",2017-08-24,14,"m_m",2017,2017-09-07,2017-09-27,NA,1
"82","18247725","5053","m",2017-09-07,-5000,0,"m172408650","m",2017-09-07,0,"m_m",2017,2017-09-07,2017-09-27,NA,2
"83","18247725","5133","m",2017-09-14,-5000,0,"m173210892","m",2017-09-07,7,"m_m",2017,2017-09-14,2017-09-27,NA,3
"84","18247725","5240","m",2017-10-02,-5000,0,"m174683439","m",2017-09-14,18,"m_m",2017,2017-10-02,2017-10-04,NA,4
"85","18247725","5328","m",2017-10-19,-5000,0,"m175637326","m",2017-10-02,17,"m_m",2017,2017-10-20,2017-10-25,NA,5
"86","18248836","4232","m",2017-04-06,-5000,0,"m163897293","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"87","18248836","4276","m",2017-04-13,-5000,0,"m164948696","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
"88","18248836","0","p",2017-04-15,945000,0,"p37994032","m",2017-04-13,2,"m_p",2017,NA,NA,2,2
"89","18248836","4329","m",2017-04-19,-5000,0,"m165452397","p",2017-04-15,4,"p_m",2017,2017-04-19,2017-05-03,NA,0
"90","18248836","4333","m",2017-04-27,-5000,0,"m166439631","m",2017-04-19,8,"m_m",2017,2017-04-27,2017-05-03,NA,1
"91","18248836","0","p",2017-05-29,1025200,108800,"p38869065","m",2017-04-27,32,"m_p",2017,NA,NA,32,2
"92","18248836","4938","m",2017-08-24,-5000,0,"m171703278","p",2017-05-29,87,"p_m",2017,2017-08-24,2017-09-06,NA,0
"93","18248836","5055","m",2017-09-07,-5000,0,"m172724150","m",2017-08-24,14,"m_m",2017,2017-09-07,2017-09-27,NA,1
"94","18248836","5136","m",2017-09-14,-5000,0,"m173458454","m",2017-09-07,7,"m_m",2017,2017-09-14,2017-09-27,NA,2
"95","18248836","5312","m",2017-10-19,-5000,0,"m175593840","m",2017-09-14,35,"m_m",2017,2017-10-20,2017-10-25,NA,3
"96","18248896","4248","m",2017-04-06,-5000,0,"m164625668","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"97","18248896","4283","m",2017-04-13,-5000,0,"m164421270","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
"98","18248896","4329","m",2017-04-19,-5000,0,"m165161460","m",2017-04-13,6,"m_m",2017,2017-04-19,2017-05-03,NA,2
"99","18248896","4333","m",2017-04-27,-5000,0,"m166257778","m",2017-04-19,8,"m_m",2017,2017-04-27,2017-05-03,NA,3
"100","18248896","4365","m",2017-05-04,-5000,0,"m167269742","m",2017-04-27,7,"m_m",2017,2017-05-04,2017-05-17,NA,4
"101","18248896","0","p",2017-05-19,99000,0,"p38654724","m",2017-05-04,15,"m_p",2017,NA,NA,15,5
"102","18248896","4646","m",2017-07-06,-5000,0,"m168993412","p",2017-05-19,48,"p_m",2017,2017-07-06,2017-08-16,NA,0
"103","18248896","4709","m",2017-07-13,-5000,0,"m169610331","m",2017-07-06,7,"m_m",2017,2017-07-13,2017-08-16,NA,1
"104","18248896","0","p",2017-07-17,423250,74750,"p40199018","m",2017-07-13,4,"m_p",2017,NA,NA,4,2
"105","18248896","4806","m",2017-07-28,-5000,0,"m170777729","p",2017-07-17,11,"p_m",2017,2017-07-28,2017-08-16,NA,0
"106","18248896","4876","m",2017-08-03,-5000,0,"m170959751","m",2017-07-28,6,"m_m",2017,2017-08-03,2017-08-16,NA,1
"107","18248896","4825","m",2017-08-10,-5000,0,"m171045561","m",2017-08-03,7,"m_m",2017,2017-08-10,2017-08-16,NA,2
"108","18248896","5053","m",2017-09-07,-5000,0,"m172423644","m",2017-08-10,28,"m_m",2017,2017-09-07,2017-09-27,NA,3
"109","18248896","5035","m",2017-09-07,-5000,0,"m172575648","m",2017-09-07,0,"m_m",2017,2017-09-07,2017-09-27,NA,4
"110","18248896","5132","m",2017-09-14,-5000,0,"m173250580","m",2017-09-07,7,"m_m",2017,2017-09-14,2017-09-27,NA,5
"111","18248896","0","p",2017-09-22,675200,168800,"p41937295","m",2017-09-14,8,"m_p",2017,NA,NA,8,6
"112","18248896","5326","m",2017-10-19,-5000,0,"m175683254","p",2017-09-22,27,"p_m",2017,2017-10-20,2017-10-25,NA,0
"113","18249281","4219","m",2017-04-06,-5000,0,"m163875226","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"114","18249281","4274","m",2017-04-13,-5000,0,"m164747654","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
"115","18249281","4329","m",2017-04-19,-5000,0,"m165701188","m",2017-04-13,6,"m_m",2017,2017-04-19,2017-05-03,NA,2
"116","18249281","4333","m",2017-04-27,-5000,0,"m166558558","m",2017-04-19,8,"m_m",2017,2017-04-27,2017-05-03,NA,3
"117","18249281","4388","m",2017-05-04,-5000,0,"m167160559","m",2017-04-27,7,"m_m",2017,2017-05-04,2017-05-17,NA,4
"118","18249281","4650","m",2017-07-06,-5000,0,"m169245829","m",2017-05-04,63,"m_m",2017,2017-07-06,2017-08-16,NA,5
"119","18249281","4792","m",2017-07-20,-5000,0,"m169915989","m",2017-07-06,14,"m_m",2017,2017-07-20,2017-08-16,NA,6
"120","18249281","4883","m",2017-08-03,-5000,0,"m171239493","m",2017-07-20,14,"m_m",2017,2017-08-03,2017-08-16,NA,7
"121","18249281","4958","m",2017-08-24,-5000,0,"m171571398","m",2017-08-03,21,"m_m",2017,2017-08-24,2017-09-06,NA,8
"122","18249281","5035","m",2017-09-07,-5000,0,"m172543265","m",2017-08-24,14,"m_m",2017,2017-09-07,2017-09-27,NA,9
"123","18249281","5240","m",2017-10-02,-5000,0,"m174619107","m",2017-09-07,25,"m_m",2017,2017-10-02,2017-10-04,NA,10
"124","18249281","5318","m",2017-10-19,-5000,0,"m175624663","m",2017-10-02,17,"m_m",2017,2017-10-20,2017-10-25,NA,11
"125","18249395","0","p",2017-06-08,129000,0,"p39050642","0",NA,NA,"0_p",2017,NA,NA,NA,0
"126","18249395","4640","m",2017-07-06,-5000,0,"m169223245","p",2017-06-08,28,"p_m",2017,2017-07-06,2017-08-16,NA,0
"127","18249395","4649","m",2017-07-06,-5000,0,"m168909325","m",2017-07-06,0,"m_m",2017,2017-07-06,2017-08-16,NA,1
"128","18249395","4785","m",2017-07-20,-5000,0,"m169769285","m",2017-07-06,14,"m_m",2017,2017-07-20,2017-08-16,NA,2
"129","18249395","4771","m",2017-07-20,-5000,0,"m169972985","m",2017-07-20,0,"m_m",2017,2017-07-20,2017-08-16,NA,3
"130","18249395","4790","m",2017-07-20,-5000,0,"m170101919","m",2017-07-20,0,"m_m",2017,2017-07-20,2017-08-16,NA,4
"131","18249395","4880","m",2017-08-03,-5000,0,"m171296959","m",2017-07-20,14,"m_m",2017,2017-08-03,2017-08-16,NA,5
"132","18249395","4873","m",2017-08-03,-5000,0,"m170961831","m",2017-08-03,0,"m_m",2017,2017-08-03,2017-08-16,NA,6
"133","18249395","4821","m",2017-08-10,-5000,0,"m170666650","m",2017-08-03,7,"m_m",2017,2017-08-10,2017-08-16,NA,7
"134","18249395","4823","m",2017-08-10,-5000,0,"m170804604","m",2017-08-10,0,"m_m",2017,2017-08-10,2017-08-16,NA,8
"135","18249395","4825","m",2017-08-10,-5000,0,"m171087969","m",2017-08-10,0,"m_m",2017,2017-08-10,2017-08-16,NA,9
"136","18249395","4921","m",2017-08-24,-5000,0,"m171690960","m",2017-08-10,14,"m_m",2017,2017-08-24,2017-09-06,NA,10
"137","18249395","5050","m",2017-09-07,-5000,0,"m172283108","m",2017-08-24,14,"m_m",2017,2017-09-07,2017-09-27,NA,11
"138","18249395","5035","m",2017-09-07,-5000,0,"m172544152","m",2017-09-07,0,"m_m",2017,2017-09-07,2017-09-27,NA,12
"139","18249395","5128","m",2017-09-14,-5000,0,"m173097212","m",2017-09-07,7,"m_m",2017,2017-09-14,2017-09-27,NA,13
"140","18249395","5240","m",2017-10-02,-5000,0,"m174618895","m",2017-09-14,18,"m_m",2017,2017-10-02,2017-10-04,NA,14
"141","18249395","0","p",2017-10-14,1224000,98000,"p42367107","m",2017-10-02,12,"m_p",2017,NA,NA,12,15
"142","18249395","5326","m",2017-10-19,-5000,0,"m175778161","p",2017-10-14,5,"p_m",2017,2017-10-20,2017-10-25,NA,0
"143","18249396","4240","m",2017-04-06,-5000,0,"m164728297","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"144","18249396","4284","m",2017-04-13,-5000,0,"m164505446","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
"145","18249396","4334","m",2017-04-27,-5000,0,"m165900492","m",2017-04-13,14,"m_m",2017,2017-04-27,2017-05-03,NA,2
"146","18249396","4383","m",2017-05-04,-5000,0,"m166720931","m",2017-04-27,7,"m_m",2017,2017-05-04,2017-05-17,NA,3
"147","18249396","4647","m",2017-07-06,-5000,0,"m169230070","m",2017-05-04,63,"m_m",2017,2017-07-06,2017-08-16,NA,4
"148","18249396","4707","m",2017-07-13,-5000,0,"m169461184","m",2017-07-06,7,"m_m",2017,2017-07-13,2017-08-16,NA,5
"149","18249396","0","p",2017-07-23,1051250,84750,"p40339949","m",2017-07-13,10,"m_p",2017,NA,NA,10,6
"150","18249396","4875","m",2017-08-03,-5000,0,"m170910498","p",2017-07-23,11,"p_m",2017,2017-08-03,2017-08-16,NA,0
"151","18249396","4826","m",2017-08-10,-5000,0,"m170535609","m",2017-08-03,7,"m_m",2017,2017-08-10,2017-08-16,NA,1
"152","18249396","4906","m",2017-08-24,-5000,0,"m171552139","m",2017-08-10,14,"m_m",2017,2017-08-24,2017-09-06,NA,2
"153","18249396","5109","m",2017-09-14,-5000,0,"m173244800","m",2017-08-24,21,"m_m",2017,2017-09-14,2017-09-27,NA,3
"154","18249397","4219","m",2017-04-06,-5000,0,"m164560460","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"155","18249397","4274","m",2017-04-13,-5000,0,"m164563762","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
"156","18249397","4329","m",2017-04-19,-5000,0,"m166421391","m",2017-04-13,6,"m_m",2017,2017-04-19,2017-05-03,NA,2
"157","18249397","4333","m",2017-04-27,-5000,0,"m165819214","m",2017-04-19,8,"m_m",2017,2017-04-27,2017-05-03,NA,3
"158","18249397","4398","m",2017-05-04,-5000,0,"m166950402","m",2017-04-27,7,"m_m",2017,2017-05-04,2017-05-17,NA,4
"159","18249397","4652","m",2017-07-06,-5000,0,"m169170111","m",2017-05-04,63,"m_m",2017,2017-07-06,2017-08-16,NA,5
"160","18249397","4797","m",2017-07-20,-5000,0,"m170060900","m",2017-07-06,14,"m_m",2017,2017-07-20,2017-08-16,NA,6
"161","18249397","4884","m",2017-08-03,-5000,0,"m170721950","m",2017-07-20,14,"m_m",2017,2017-08-03,2017-08-16,NA,7
"162","18249397","4956","m",2017-08-24,-5000,0,"m171835301","m",2017-08-03,21,"m_m",2017,2017-08-24,2017-09-06,NA,8
"163","18249397","5144","m",2017-09-14,-5000,0,"m173086192","m",2017-08-24,21,"m_m",2017,2017-09-14,2017-09-27,NA,9
"164","18249397","0","p",2017-09-16,728000,0,"p41814658","m",2017-09-14,2,"m_p",2017,NA,NA,2,10
"165","18249397","5240","m",2017-10-02,-5000,0,"m174619730","p",2017-09-16,16,"p_m",2017,2017-10-02,2017-10-04,NA,0
"166","18249397","5266","m",2017-10-12,-5000,0,"m175302776","m",2017-10-02,10,"m_m",2017,2017-10-12,2017-10-25,NA,1
"167","18249397","5307","m",2017-10-19,-5000,0,"m175525506","m",2017-10-12,7,"m_m",2017,2017-10-20,2017-10-25,NA,2
"168","18249404","4219","m",2017-04-06,-5000,0,"m163844913","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"169","18249404","4274","m",2017-04-13,-5000,0,"m165118787","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
"170","18249404","4329","m",2017-04-19,-5000,0,"m165537249","m",2017-04-13,6,"m_m",2017,2017-04-19,2017-05-03,NA,2
"171","18249404","4333","m",2017-04-27,-5000,0,"m165430453","m",2017-04-19,8,"m_m",2017,2017-04-27,2017-05-03,NA,3
"172","18249404","4406","m",2017-05-04,-5000,0,"m166826833","m",2017-04-27,7,"m_m",2017,2017-05-04,2017-05-17,NA,4
"173","18249404","4652","m",2017-07-06,-5000,0,"m169188916","m",2017-05-04,63,"m_m",2017,2017-07-06,2017-08-16,NA,5
"174","18249404","4797","m",2017-07-20,-5000,0,"m170090590","m",2017-07-06,14,"m_m",2017,2017-07-20,2017-08-16,NA,6
"175","18249404","4884","m",2017-08-03,-5000,0,"m170907055","m",2017-07-20,14,"m_m",2017,2017-08-03,2017-08-16,NA,7
"176","18249404","4963","m",2017-08-24,-5000,0,"m171923391","m",2017-08-03,21,"m_m",2017,2017-08-24,2017-09-06,NA,8
"177","18249404","5062","m",2017-09-07,-5000,0,"m172488121","m",2017-08-24,14,"m_m",2017,2017-09-07,2017-09-27,NA,9
"178","18249404","5201","m",2017-09-20,-5000,0,"m174027060","m",2017-09-07,13,"m_m",2017,2017-09-20,2017-09-27,NA,10
"179","18249404","5266","m",2017-10-12,-5000,0,"m175295289","m",2017-09-20,22,"m_m",2017,2017-10-12,2017-10-25,NA,11
"180","18249404","0","p",2017-10-16,408000,0,"p42419716","m",2017-10-12,4,"m_p",2017,NA,NA,4,12
"181","18249404","5307","m",2017-10-19,-5000,0,"m175537310","p",2017-10-16,3,"p_m",2017,2017-10-20,2017-10-25,NA,0
"182","18249618","3757","m",2017-04-01,-5000,0,"m158698806","0",NA,NA,"0_m",2017,2017-04-01,2017-04-30,NA,0
"183","18249618","4238","m",2017-04-06,-5000,0,"m164389995","m",2017-04-01,5,"m_m",2017,2017-04-06,2017-05-03,NA,1
"184","18249618","4279","m",2017-04-13,-5000,0,"m165115110","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,2
"185","18249618","4334","m",2017-04-27,-5000,0,"m165844211","m",2017-04-13,14,"m_m",2017,2017-04-27,2017-05-03,NA,3
"186","18249618","4350","m",2017-05-04,-5000,0,"m166768166","m",2017-04-27,7,"m_m",2017,2017-05-04,2017-05-17,NA,4
"187","18249618","4644","m",2017-07-06,-5000,0,"m168943502","m",2017-05-04,63,"m_m",2017,2017-07-06,2017-08-16,NA,5
"188","18249618","4785","m",2017-07-20,-5000,0,"m170074306","m",2017-07-06,14,"m_m",2017,2017-07-20,2017-08-16,NA,6
"189","18249618","4875","m",2017-08-03,-5000,0,"m171158782","m",2017-07-20,14,"m_m",2017,2017-08-03,2017-08-16,NA,7
"190","18249618","4823","m",2017-08-10,-5000,0,"m170766793","m",2017-08-03,7,"m_m",2017,2017-08-10,2017-08-16,NA,8
"191","18249618","4906","m",2017-08-24,-5000,0,"m171868229","m",2017-08-10,14,"m_m",2017,2017-08-24,2017-09-06,NA,9
"192","18249618","5035","m",2017-09-07,-5000,0,"m172499393","m",2017-08-24,14,"m_m",2017,2017-09-07,2017-09-27,NA,10
"193","18249618","5106","m",2017-09-14,-5000,0,"m173460519","m",2017-09-07,7,"m_m",2017,2017-09-14,2017-09-27,NA,11
"194","18249618","5324","m",2017-10-19,-5000,0,"m175620807","m",2017-09-14,35,"m_m",2017,2017-10-20,2017-10-25,NA,12
"195","18249885","4334","m",2017-04-27,-5000,0,"m165473489","0",NA,NA,"0_m",2017,2017-04-27,2017-05-03,NA,0
"196","18249885","4652","m",2017-07-06,-5000,0,"m168847882","m",2017-04-27,70,"m_m",2017,2017-07-06,2017-08-16,NA,1
"197","18249885","4794","m",2017-07-20,-5000,0,"m170108932","m",2017-07-06,14,"m_m",2017,2017-07-20,2017-08-16,NA,2
"198","18249885","4806","m",2017-07-28,-5000,0,"m170807405","m",2017-07-20,8,"m_m",2017,2017-07-28,2017-08-16,NA,3
"199","18249885","4880","m",2017-08-03,-5000,0,"m170732022","m",2017-07-28,6,"m_m",2017,2017-08-03,2017-08-16,NA,4
"200","18249885","4961","m",2017-08-24,-5000,0,"m171869774","m",2017-08-03,21,"m_m",2017,2017-08-24,2017-09-06,NA,5
"201","18249885","5120","m",2017-09-14,-5000,0,"m173059533","m",2017-08-24,21,"m_m",2017,2017-09-14,2017-09-27,NA,6
"202","18249885","5307","m",2017-10-19,-5000,0,"m175525508","m",2017-09-14,35,"m_m",2017,2017-10-20,2017-10-25,NA,7
"203","18249904","4217","m",2017-04-06,-5000,0,"m163998273","0",NA,NA,"0_m",2017,2017-04-06,2017-05-03,NA,0
"204","18249904","4274","m",2017-04-13,-5000,0,"m163691101","m",2017-04-06,7,"m_m",2017,2017-04-13,2017-05-03,NA,1
